Designator,Mid X,Mid Y,Layer,Rotation
C101,-14.37,4.53,top,90
C102,4.56,-2.35,top,0
C103,4.55,-1.34,top,0
J101,-17.7625,-0.01,top,-90
R101,-4.17,0.84,top,90
U101,0,0,top,0
